"","ISO3","total_area","protected_area","percent_protected","presence"
"204","HMD","-","-","-","0"
"205","HUN","-","-","-","0"
"206","IOT","-","-","-","2"
"207","KGZ","-","-","-","0"
"208","LAO","-","-","-","0"
"209","LBR","-","-","-","1"
"210","LIE","-","-","-","0"
"211","LSO","-","-","-","0"
"212","LUX","-","-","-","0"
"213","LVA","-","-","-","2"
"214","MAC","-","-","-","1"
"215","MDA","-","-","-","0"
"216","MKD","-","-","-","0"
"217","MLI","-","-","-","0"
"218","MNG","-","-","-","0"
"219","MWI","-","-","-","0"
"220","NAM","-","-","-","1"
"221","NER","-","-","-","0"
"222","NIU","-","-","-","1"
"223","NPL","-","-","-","0"
"224","NRU","-","-","-","0"
"225","PAK","-","-","-","1"
"226","PCN","-","-","-","0"
"227","PER","-","-","-","2"
"228","PRY","-","-","-","0"
"229","PSE","-","-","-","1"
"230","RWA","-","-","-","0"
"231","SGS","-","-","-","0"
"232","SHN","-","-","-","2"
"233","SJM","-","-","-","0"
"234","SLV","-","-","-","1"
"235","SMR","-","-","-","0"
"236","SPM","-","-","-","1"
"237","SRB","-","-","-","0"
"238","SSD","-","-","-","0"
"239","SVK","-","-","-","0"
"240","SWZ","-","-","-","0"
"241","TCD","-","-","-","0"
"242","TJK","-","-","-","0"
"243","TKL","-","-","-","0"
"244","TUV","-","-","-","2"
"245","UGA","-","-","-","0"
"246","UMI","-","-","-","2"
"247","URY","-","-","-","1"
"248","UZB","-","-","-","0"
"249","VAT","-","-","-","0"
"250","WLF","-","-","-","2"
"251","ZMB","-","-","-","0"
"252","ZWE","-","-","-","0"
